parent_doc_id,business_function,attachment_download_policy,attachment_rag_policy,attachment_user_delivery_policy,attachment_id,display_name,file_format,detected_format,download_method,download_status,processing_policy,indexable,needs_review,classification_reason,attachment_role,contains_fillable_fields,contains_instructions,has_unique_information,duplicates_parent_content,is_scanned_candidate,ocr_required,extraction_quality,text_extraction_status,extracted_text_chars,source_page_url,official_download_url,download_url_observed,user_action_url,local_path,size_bytes,sha256,error,change_status,previous_sha256,previous_manifest_path
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,a05aa6e5f15c33e6,HWP 채권양도통지 위임장 양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,1016,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/7a0c25c6-e218-4c2c-a64d-5ac30bc689ce,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/a05aa6e5f15c33e6_03_채권양도통지 위임장 양식.hwp,66048,6b5454752e8f047e8ce7249beb7f3b915aa5d17d5cc545c90f79dc910a436fb9,,unchanged,6b5454752e8f047e8ce7249beb7f3b915aa5d17d5cc545c90f79dc910a436fb9,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,48bfcec7284716af,PDF 채권양도통지 위임장 양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,798,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/f8b1224f-fb60-4819-a232-467ca0ba2d90,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/48bfcec7284716af_03_채권양도통지 위임장 양식.pdf,185151,a262a947d12a590c13d4042aa1a549781a08a25d5915c246ba24b94f894a8d7c,,unchanged,a262a947d12a590c13d4042aa1a549781a08a25d5915c246ba24b94f894a8d7c,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,16e3996ec88091b8,대리인 신청서 샘플 (FILE),FILE,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,2429,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/4799a216-7c7e-4925-b9e9-be6f12dfa0eb,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/16e3996ec88091b8_01_신청서샘플_대리인.pdf,281797,60401a6abb7e8c6a6b8affa37126d998819c6c4bb99b32c7e1afe5ffaa7ef13c,,unchanged,60401a6abb7e8c6a6b8affa37126d998819c6c4bb99b32c7e1afe5ffaa7ef13c,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,e145d6101f510c08,HWP 착오송금반환지원 신청등위임장양식 양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,1037,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/50b9c3dc-a0a5-4c14-9000-c60c37ace509,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/e145d6101f510c08_04_착오송금반환지원 신청등위임장양식.hwp,58880,4c27617b926329e6734d12f8811f6a9f8165d399adb10832d4b70acd1b5cebc0,,unchanged,4c27617b926329e6734d12f8811f6a9f8165d399adb10832d4b70acd1b5cebc0,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,126108353a59428c,PDF 착오송금반환지원 신청등위임장양식 양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,766,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/f3b0ffd5-091f-4c93-8098-cd3bd13f101c,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/126108353a59428c_04_착오송금반환지원 신청등위임장양식.pdf,145498,054946f24377f6cc996633d85d7590f1fda92883c7f3ca6f765a131d401fbd38,,unchanged,054946f24377f6cc996633d85d7590f1fda92883c7f3ca6f765a131d401fbd38,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,34802419569e4d51,HWP 친권합의서양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,452,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/a6ebde22-f325-404f-b839-79784d9731ba,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/34802419569e4d51_05_친권합의서양식.hwp,16384,157b097d7a473dfcb8ccf740682bb1c16464cd119ad7c16945f3be1ce3a32c84,,unchanged,157b097d7a473dfcb8ccf740682bb1c16464cd119ad7c16945f3be1ce3a32c84,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,693c7d4be93533f6,PDF 친권합의서양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,335,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/6dc482e5-cb56-4f45-baab-c8298912a0c8,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/693c7d4be93533f6_05_친권합의서양식.pdf,113622,b126f091dd07a6e29f75ffade77dc7526e13fbd9a6b1bc8ca8365120715b8e61,,unchanged,b126f091dd07a6e29f75ffade77dc7526e13fbd9a6b1bc8ca8365120715b8e61,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,4c454360fb5ceda5,HWP 취소신청서양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,252,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/02d04c3a-4960-4ba8-80c8-3a30a75f129c,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/4c454360fb5ceda5_06_취소신청서양식.hwp,14336,cfe4e1ba45a89c96fbb3d8ddc5fdcbcca7e0859abdff413d26bd6f3c7c51f536,,unchanged,cfe4e1ba45a89c96fbb3d8ddc5fdcbcca7e0859abdff413d26bd6f3c7c51f536,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,12e633a3aae4debd,PDF 취소신청서양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,203,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/b924395a-fdcc-4bc2-b435-05543b44b0a9,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/12e633a3aae4debd_06_취소신청서양식.pdf,67943,f1059b95dc6b101e3f429b5efda36eff1a2a78243022cdb2580bd009c00c163e,,unchanged,f1059b95dc6b101e3f429b5efda36eff1a2a78243022cdb2580bd009c00c163e,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,f145a2a4b202dff4,HWP 매입계약해제신청서양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,272,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/5950609e-b21d-4250-8785-31f2c931401d,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/f145a2a4b202dff4_07_매입계약해제신청서양식.hwp,14336,45b2e619873f6e683e53edd9534b35306b5c959c09dd7da63245ea6554a8cb15,,unchanged,45b2e619873f6e683e53edd9534b35306b5c959c09dd7da63245ea6554a8cb15,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,04b2746df4e8cdf2,PDF 매입계약해제신청서양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,229,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/2756ede3-4082-4d9e-9faa-fe2557069f28,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/04b2746df4e8cdf2_07_매입계약해제신청서양식.pdf,79021,c0f985cdb43eb464ffab23656f35759a382d1b047d95f6726f35c06578f87e21,,unchanged,c0f985cdb43eb464ffab23656f35759a382d1b047d95f6726f35c06578f87e21,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,c5c3859c17d197e3,HWP 수령계좌변경신청서양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,211,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/a59fbdd5-7d8e-4bf3-a345-71c75d4587da,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/c5c3859c17d197e3_08_수령계좌변경신청서양식.hwp,15360,b0490b74c047b6fef63bb797a1271f6dead2c11d2a82b32b13e90e55a8745f9b,,unchanged,b0490b74c047b6fef63bb797a1271f6dead2c11d2a82b32b13e90e55a8745f9b,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,8523bf92aad05151,PDF 수령계좌변경신청서양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,155,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/798607f0-56c3-4372-89fc-08e0978bf64b,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/8523bf92aad05151_08_수령계좌변경신청서양식.pdf,76220,69586d80f8fb7b58162d694f2a5356ff0abc9863e79d1d9dce33377547e9c708,,unchanged,69586d80f8fb7b58162d694f2a5356ff0abc9863e79d1d9dce33377547e9c708,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,3050d7a68502bae0,HWP 위임해지통지서양식,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,439,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/69b284d0-32b0-4f17-9138-f099d5d93cf8,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/3050d7a68502bae0_09_위임해지통지서양식.hwp,36864,d7036530f68ed74105cfa52b0109276d26a03f2bae10097b01866f7841e5b721,,unchanged,d7036530f68ed74105cfa52b0109276d26a03f2bae10097b01866f7841e5b721,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-008,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,838341b18bd11140,PDF 위임해지통지서양식,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,333,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/8a1de29f-fc0c-4156-b06d-6d5ba9f6ef7a,https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-008/attachments/838341b18bd11140_09_위임해지통지서양식.pdf,100956,433607db7e303361b417dc7abdacafa7dd29e41e392c58f0db5ee7c4816259e2,,unchanged,433607db7e303361b417dc7abdacafa7dd29e41e392c58f0db5ee7c4816259e2,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-012,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,89506d1392cacfa8,HWP 신청서,HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,2234,https://fins.kdic.or.kr/ir/aplygudn/MtrsVstRcptGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/1952eb83-2463-4e60-b12c-4991702ba902,https://fins.kdic.or.kr/ir/aplygudn/MtrsVstRcptGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-012/attachments/89506d1392cacfa8_01_신청서양식.hwp,81408,afc9c34d37b6ee8bb2ef9c10315a85910db8424d32f89b9d16ea7f8517e6970c,,unchanged,afc9c34d37b6ee8bb2ef9c10315a85910db8424d32f89b9d16ea7f8517e6970c,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
MT-012,착오송금 반환 신청,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,5f05a1864ba05ed9,PDF 신청서,PDF,PDF,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,True,False,False,False,False,good,success,2111,https://fins.kdic.or.kr/ir/aplygudn/MtrsVstRcptGudn/selectScrn.do,,blob:https://fins.kdic.or.kr/9fcb3ab1-92f0-4274-a236-f38faec47f62,https://fins.kdic.or.kr/ir/aplygudn/MtrsVstRcptGudn/selectScrn.do,raw/assets/착오송금 반환 신청/MT-012/attachments/5f05a1864ba05ed9_01_신청서양식.pdf,269730,f9cca273b5c8d605976e0d17a29c680a6a0f069b0f4d0a6c7e1446fa831b1e31,,unchanged,f9cca273b5c8d605976e0d17a29c680a6a0f069b0f4d0a6c7e1446fa831b1e31,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
DA-007,채무조정 안내,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,975ba507672f1226,부채증명원 발급신청서 (FILE),FILE,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,292,https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do,,blob:https://www.kdic.or.kr/f18aef4d-f4e3-4294-a172-70d835fec5b9,https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do,raw/assets/채무조정 안내/DA-007/attachments/975ba507672f1226_부채증명원 발급신청서.hwp,14336,57296d7d95d75d7b276e79bdf6c75c5776fb86c0e2a6b2b0cbe35e56400fb400,,unchanged,57296d7d95d75d7b276e79bdf6c75c5776fb86c0e2a6b2b0cbe35e56400fb400,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
DA-007,채무조정 안내,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,bee3f76123209c2d,금융거래정보 발급신청서 (FILE),FILE,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,525,https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do,,blob:https://www.kdic.or.kr/5e8ca558-e93e-4e5b-8dcb-1c440dfb3b48,https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do,raw/assets/채무조정 안내/DA-007/attachments/bee3f76123209c2d_금융거래정보 발급신청서.hwp,14848,399d692dc88181a53b45c7dd4c9e566eece95224458ada0568508db373acfc85,,unchanged,399d692dc88181a53b45c7dd4c9e566eece95224458ada0568508db373acfc85,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
DA-007,채무조정 안내,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,9b28385c18fd0fb6,위임장 (FILE),FILE,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,189,https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do,,blob:https://www.kdic.or.kr/060d047a-b7c4-4e60-a455-055e45433b00,https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do,raw/assets/채무조정 안내/DA-007/attachments/9b28385c18fd0fb6_대리인 위임장.hwp,11264,576d7f1af0e23b55174ce1f64dcc35c994d92d4bb96539fe95bad1845f54e937,,unchanged,576d7f1af0e23b55174ce1f64dcc35c994d92d4bb96539fe95bad1845f54e937,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
HP-003,은닉재산 신고,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,0d0f2cba7349e8d9,신고서 다운로드(한글양식) (HWP),HWP,HWP,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,good,success,551,https://www.kdic.or.kr/sp/sprtfund/SprtFndIvsfalUnrlIlglDclrGudn/selectScrn.do,,blob:https://www.kdic.or.kr/160a64ac-ff13-4706-8254-49eb0d09e8f6,https://www.kdic.or.kr/sp/sprtfund/SprtFndIvsfalUnrlIlglDclrGudn/selectScrn.do,raw/assets/은닉재산 신고/HP-003/attachments/0d0f2cba7349e8d9_금융부실관련자 불법행위 신고서.hwp,37888,edf719d6e4f525b6375e6a251b3617e14e0b01f3f94b8707bab500b534f9c888,,unchanged,edf719d6e4f525b6375e6a251b3617e14e0b01f3f94b8707bab500b534f9c888,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
HP-003,은닉재산 신고,O,auto_classify_guide_only,direct_official_url_if_stable_else_source_page,9001ad1d93e32d4b,신고서 다운로드(워드양식) (FILE),FILE,DOC,gfn_downloadFile,downloaded,download_no_index,False,False,신청서·동의서·위임장·샘플 등 작성용 자료,form,True,False,False,False,False,False,failed,unsupported,0,https://www.kdic.or.kr/sp/sprtfund/SprtFndIvsfalUnrlIlglDclrGudn/selectScrn.do,,blob:https://www.kdic.or.kr/3d367b15-b87d-496b-9522-085f5abebb2a,https://www.kdic.or.kr/sp/sprtfund/SprtFndIvsfalUnrlIlglDclrGudn/selectScrn.do,raw/assets/은닉재산 신고/HP-003/attachments/9001ad1d93e32d4b_금융부실관련자 불법행위 신고서.doc,54272,0fa76e6cf75e19d6c8190753bc40b3220d2976bcfa9ab267b563d02146fe94cf,지원하지 않는 텍스트 추출 형식: DOC,unchanged,0fa76e6cf75e19d6c8190753bc40b3220d2976bcfa9ab267b563d02146fe94cf,/content/kdic_crawl_output_20260721_110806/processed/attachment_manifest.jsonl
